Name,study_hours,sleep_hours,focus_level,stress_level,break_time,revision,screen_time,physical_activity,attendance,previous_marks,performance
Kavya Iyer,3.2,7.6,9,7,5,1,5.3,0,94,72,91
Dhruv Singh,3.5,5.7,8,5,17,0,5.6,1,87,67,88
Aditya Tiwari,5.9,7.1,8,6,15,1,7.4,0,93,82,100
Neha Patel,6.2,6.7,10,3,11,1,3.6,1,68,100,100
Sneha Kulkarni,3.3,6.9,9,1,15,1,5.2,1,89,59,95
Anaya Chatterjee,3.9,6.4,9,7,16,1,4.4,1,83,79,98
Karan Joshi,5.2,8.4,6,5,12,1,6.4,1,72,72,95
Meera Nair,5.8,6,7,7,12,0,5.8,1,75,100,100
Tanvi Goyal,3.9,6.6,6,5,23,0,3.5,0,90,55,100
Anika Yadav,4.7,6.8,7,5,15,0,7.6,1,90,74,97
Anika Chatterjee,4.6,5.7,6,6,8,0,3.5,1,88,61,100
Anika Jain,7.9,6,6,5,11,1,5.8,1,73,59,100
Kavya Trivedi,3.3,9.3,6,6,16,0,4.9,0,70,72,84
Dhruv Banerjee,5.3,6.4,6,7,12,1,4.4,0,87,59,94
Varun Iyer,3.3,7.9,6,7,15,1,3.8,1,92,60,97
Aadhya Sharma,6.1,5.5,10,3,14,0,2.8,1,63,88,100
Shaurya Pandey,8,7.2,5,4,16,1,4.1,0,84,42,100
Sai Yadav,2.9,6.9,8,4,15,0,3.4,0,85,93,97
Rohit Singh,6.4,5.7,7,3,16,0,5.1,0,79,71,100
Rohit Gupta,6.2,7.7,9,5,18,0,4.5,1,87,83,100
Rohit Gupta,4.2,7.1,7,3,11,0,3.6,0,85,80,100
Ishaan Yadav,4.5,7.1,4,10,19,0,4.6,1,86,46,74
Yash Saxena,7.3,5,5,6,19,1,7.5,1,71,47,95
Kabir Pandey,6.2,8.6,9,3,16,0,4.5,1,82,78,100
Atharva Nair,2.7,4.5,6,7,9,1,7.3,0,83,44,81
Tanishq Iyer,2.6,8.3,9,3,17,1,7.6,1,100,88,100
Rohit Nair,1.6,7.7,6,3,10,1,4.3,0,90,81,91
Dhruv Banerjee,0.6,6.4,7,3,23,0,9.4,0,87,88,81
Karan Reddy,7.6,6.1,9,6,16,1,3.4,1,78,72,100
Ishita Agarwal,7.1,6.2,4,7,26,1,4.4,1,100,76,100
Riya Patel,2.8,6.8,6,7,7,1,4,0,85,84,90
Sneha Pandey,5,4,9,8,19,0,6.2,0,90,57,95
Meera Joshi,7.2,7.8,10,8,8,0,4.5,0,74,83,100
Dhruv Mishra,3.4,6.1,8,2,16,0,1.4,1,77,36,85
Manav Saxena,3.8,7.7,7,6,22,1,5.9,1,98,80,100
Ankit Saxena,3.4,10,7,8,18,1,1,0,79,65,90
Vihaan Jain,4.2,7.5,7,5,14,0,7.1,1,88,84,96
Shaurya Desai,8.5,7.9,7,9,8,1,6,0,100,59,100
Aadhya Chatterjee,5.5,6.7,6,5,11,1,4.4,1,85,46,89
Myra Pandey,8.8,6,7,3,11,1,6.6,0,96,88,100
Anaya Pandey,5,7.1,6,5,18,1,6.2,1,79,72,92
Pooja Patel,5,5.6,8,7,13,0,7.3,1,75,67,85
Pooja Gupta,2.8,7.3,8,4,17,0,7.4,0,83,70,90
Anika Das,5.4,7.6,6,8,14,1,2.5,1,77,75,100
Sneha Mehta,2.1,5.4,6,5,15,1,4.3,0,100,66,83
Tanishq Banerjee,5.5,5.1,6,4,5,1,8,0,77,56,90
Ishita Das,5,6.5,8,4,16,1,4.5,1,100,67,100
Kabir Bansal,6.8,6.4,7,4,19,0,5.2,1,96,78,100
Kavya Shah,5.2,6.2,7,4,24,1,5,1,82,91,100
Harsh Agarwal,4.8,7.6,6,6,13,1,5.2,0,79,67,89
Rahul Bose,4.8,6.1,10,8,22,0,6.5,0,89,81,100
Kabir Kulkarni,2.5,6.2,8,8,15,1,6.9,0,74,86,81
Priya Gupta,5,5.7,9,7,7,0,5.2,0,84,72,93
Krishna Pandey,3.4,7.1,8,6,12,1,3.8,1,59,77,97
Nikhil Bansal,4,7.6,9,6,8,1,4.1,1,93,76,100
Meera Desai,5.5,4.9,9,5,19,1,3.1,0,87,43,98
Sai Goyal,3.7,7.9,8,3,16,0,8.5,0,91,70,100
Kabir Chatterjee,3.3,5.6,5,7,11,1,7.1,1,82,55,80
Ira Saxena,5.4,7.6,7,2,23,1,5.5,0,89,84,100
Arjun Kulkarni,6.4,7.5,6,2,17,1,6.1,1,91,84,100
Priya Singh,6.3,7.7,6,4,16,1,4.4,0,98,47,100
Myra Nair,4,7.3,8,5,15,1,4.1,1,82,70,100
Aarav Sharma,2.8,6.4,6,6,17,0,7.4,1,76,59,74
Vihaan Banerjee,3.3,7.3,5,4,6,0,7.7,0,79,76,84
Vivaan Bose,4.5,6.7,6,6,17,0,5.7,0,99,70,95
Sneha Kumar,1.8,6.9,8,5,26,1,4.8,1,73,61,79
Harsh Jain,0,8.5,8,5,14,1,7.5,1,90,100,83
Ankit Goyal,6.9,9.1,8,6,14,0,4.4,1,89,88,100
Reyansh Das,5.9,6.7,8,5,22,1,3.5,1,90,61,100
Rohit Patel,6.9,7,6,5,8,1,3.2,1,88,83,100
Arjun Kumar,4.9,6,9,6,5,0,6.6,1,87,92,100
Ishaan Jain,2.6,8.2,10,6,16,1,7.5,1,84,67,80
Kabir Roy,4.7,7.9,6,5,16,1,5.2,1,93,62,100
Palak Jain,4.5,5.8,6,6,17,1,7.2,1,83,49,86
Rohit Verma,1.9,6.7,8,2,10,0,8,0,87,69,86
Aadhya Roy,0.1,6.6,8,8,15,0,6.4,0,80,87,74
Aman Mishra,2.5,6.3,8,3,12,0,2.1,1,95,71,98
Shaurya Jain,6,5.7,10,6,13,0,3.9,1,100,73,100
Myra Chauhan,4.9,8.4,6,6,6,1,2,1,88,75,100
Ishaan Pandey,4.5,6.4,7,9,13,0,6.3,0,72,99,85
Anika Bose,6,6.2,8,4,17,0,8.1,0,85,52,99
Aarav Tiwari,5.5,7.5,7,3,12,1,3.5,0,70,44,94
Ishita Chatterjee,2.9,6,7,5,15,1,9.3,1,72,79,92
Sneha Desai,6.8,4.9,6,4,13,0,3.1,1,85,77,100
Rudra Mehta,9.9,7.5,6,5,22,0,8.9,1,98,32,100
Sakshi Nair,4.6,5.3,8,1,6,0,4.5,0,73,100,100
Rohit Chauhan,3.5,5.5,8,4,8,1,5,0,72,71,92
Meera Saxena,4.2,7.2,5,5,10,0,6.7,1,77,60,84
Reyansh Shah,5.8,6.7,7,6,17,0,7.2,0,68,87,97
Neha Goyal,1.7,6.5,6,8,10,0,4.3,0,88,73,75
Priya Gupta,1.4,6.2,7,6,9,1,3.3,1,93,45,86
Tanvi Chauhan,5.9,7.6,5,6,19,0,4.6,1,80,74,100
Vivaan Shah,3.6,8,7,7,15,1,5.2,0,77,48,87
Vivaan Verma,5.6,8.2,8,7,22,1,5.7,1,79,62,100
Diya Mishra,2.7,6.7,6,7,20,0,10.2,1,68,59,72
Dhruv Pandey,2.7,5.9,8,5,19,0,4,0,73,71,82
Palak Trivedi,5.9,6.9,5,5,18,0,2.2,0,85,75,100
Sneha Sharma,4.6,6.8,7,3,24,1,5.3,1,100,84,100
Shaurya Desai,3.8,6.5,8,4,15,1,6.3,0,84,48,94
Anaya Das,2.2,6.9,8,6,13,0,3.7,1,90,44,92
Kavya Iyer,5.2,8,7,6,11,1,1.8,0,96,90,100
Vihaan Agarwal,4.2,6.3,7,7,18,1,5.4,0,90,55,90
Sneha Kulkarni,4.3,5.3,9,3,5,1,7.8,1,92,43,91
Pooja Das,5.2,6.5,7,6,12,0,4.1,1,83,60,97
Varun Bose,8.7,6.6,7,2,17,1,4.4,1,84,36,100
Tanvi Reddy,1.2,7.7,6,5,17,0,3.4,0,89,72,90
Vihaan Agarwal,7.5,7,6,8,14,1,2.9,1,82,51,100
Aarav Mehta,5.8,6.7,9,5,16,1,5.8,0,86,80,100
Aarav Goyal,4.3,6,8,5,20,1,7.2,0,93,54,95
Sakshi Desai,8.4,6.6,4,1,6,1,3.7,0,82,41,100
Aditya Mishra,4,7.2,8,4,22,1,6.4,1,82,61,87
Anaya Chauhan,2.4,6.1,4,4,6,1,1.9,0,75,96,86
Meera Kumar,4,7.7,8,3,15,1,7.4,0,83,80,99
Aadhya Das,3.6,8.2,9,6,17,1,5.9,0,70,56,92
Anika Saxena,6,6.1,7,6,22,1,3.9,0,87,56,100
Krishna Agarwal,1.7,6.6,6,5,9,1,5.6,1,80,69,78
Kavya Verma,8,8,8,8,13,0,6.4,1,98,51,100
Yash Shah,6.7,6.9,6,7,12,0,7.6,0,83,74,100
Sai Patel,4.6,6.6,6,10,15,1,3.7,0,99,82,98
Palak Kumar,5.8,6.8,7,4,17,0,2.9,0,78,52,100
Ira Chauhan,1,6.4,7,6,5,1,5.1,1,91,89,81
Rohit Pandey,4.3,6.4,8,5,23,0,6.4,0,79,62,89
Arjun Desai,5,7.5,6,6,21,1,4.8,0,86,69,93
Manav Kulkarni,3.6,8.2,8,4,18,1,2.3,0,91,70,100
Myra Das,0.4,5.2,4,6,8,1,6.1,1,79,81,77
Sakshi Mehta,8,7.4,7,3,12,0,3.3,1,83,81,100
Dhruv Patel,5.5,7.8,6,4,24,1,9.2,0,84,56,99
Harsh Kulkarni,5.4,7.1,8,5,18,1,5.1,0,77,57,100
Manav Sharma,6.5,7.3,5,4,17,1,5.4,0,90,68,100
Tanvi Chatterjee,2.5,6.1,7,3,16,0,7.7,0,93,72,96
Ankit Shah,4.5,6.4,7,6,20,1,5.8,1,86,65,91
Krishna Mehta,5.2,5.7,7,5,16,0,7.8,0,80,90,100
Ankit Jain,5.8,5.7,7,3,16,0,1.4,0,62,70,100
Karan Goyal,8.9,7.6,7,4,20,0,5.1,0,70,66,100
Atharva Roy,4.7,7.2,6,4,23,1,8,0,99,75,97
Vihaan Iyer,6.1,6.1,7,7,11,1,6,1,74,80,95
Palak Iyer,4,6.9,8,2,11,0,6.3,0,100,51,97
Arjun Bose,3.8,7.8,7,4,6,1,1,0,91,76,100
Tanvi Jain,5.2,8.3,9,1,18,0,2.6,1,81,60,100
Riya Joshi,7.8,5.4,9,6,8,0,3.1,0,80,78,100
Saanvi Joshi,6.1,7.1,6,10,25,0,4.8,1,92,83,100
Ira Shah,2.5,7.1,7,4,19,0,6.1,0,76,50,80
Meera Iyer,3,7.5,6,5,18,1,8.3,1,77,76,93
Dhruv Kumar,3,6.3,4,10,12,0,3.4,0,79,72,74
Saanvi Banerjee,2,7.1,9,1,14,1,2.5,1,90,77,100
Priya Agarwal,2.4,7.9,8,7,20,0,4.7,1,76,68,82
Pooja Yadav,4,7,9,4,19,0,8.2,0,72,82,100
Arjun Yadav,7.6,7,6,5,17,1,6.1,0,88,67,100
Rahul Nair,1.1,6.3,3,2,11,1,3.6,0,92,95,90
Varun Agarwal,8.9,7,8,3,12,0,8,1,96,68,100
Aman Bansal,5.8,6.3,4,6,13,1,8.1,1,78,72,92
Rohit Jain,2.9,6.8,10,5,14,1,6.4,1,92,59,99
Rudra Saxena,4.4,6.4,10,5,10,1,5.5,1,75,95,100
Krishna Reddy,3.2,6.7,6,3,19,1,3.5,0,91,84,94
Priya Bose,6.7,9.2,6,2,10,1,8.9,1,87,68,100
Sai Bose,4.9,7.2,8,5,17,1,6.7,0,81,91,100
Reyansh Reddy,5.9,5.5,6,4,8,1,4.2,1,79,75,100
Sneha Nair,6.5,7.6,8,5,15,1,5.3,0,93,83,100
Tanvi Agarwal,7.2,6.4,8,6,11,0,5.8,1,94,71,100
Aman Das,7.1,5.2,7,5,11,1,8.1,1,83,87,100
Saanvi Gupta,7.6,8.5,3,4,16,1,2.9,0,69,76,100
Sai Singh,3.5,7.2,5,4,16,0,1.6,1,95,68,95
Aditya Sharma,5.5,5.2,7,5,9,0,9.2,1,74,89,99
Myra Joshi,3.6,6.9,4,9,24,0,8.5,0,87,72,75
Myra Kumar,1.1,5,10,6,17,1,5.7,0,91,49,82
Neha Roy,6.3,7.5,8,7,19,0,7.2,1,82,77,98
Rahul Kulkarni,6.7,5.9,8,5,14,0,3.5,0,98,68,100
Manav Jain,4,6.5,8,3,18,1,7.6,0,89,42,97
Manav Pandey,5.9,7.7,9,7,12,0,4.5,0,81,58,100
Arjun Joshi,2.2,7.5,7,5,14,0,1.1,1,78,77,87
Ankit Tiwari,0.9,7.9,5,3,23,1,1,0,100,100,100
Sai Patel,4.1,5.7,9,4,13,1,5.5,0,78,64,100
Rohit Yadav,4.8,6.3,10,8,27,0,3.4,0,80,73,97
Pooja Saxena,5.2,6.5,6,1,17,0,2.3,0,91,76,100
Varun Pandey,4.5,7.9,8,3,18,1,6.1,0,78,64,100
Yash Pandey,5.9,8.5,9,7,5,1,6.8,0,82,67,98
Aarav Saxena,0.4,8.9,8,5,17,1,6,0,87,84,73
Tanishq Roy,2.2,6.5,6,3,9,1,1.3,1,87,36,87
Rahul Yadav,5.7,8.1,8,9,13,0,6.5,1,94,82,95
Reyansh Yadav,5.7,5.9,9,8,13,0,3.4,1,98,58,100
Varun Desai,2.5,7.2,10,9,6,1,7.1,0,66,67,72
Rohit Shah,6.4,5.6,7,3,11,1,1,0,84,77,100
Myra Nair,4,6.4,5,2,20,1,5.3,1,83,69,100
Myra Reddy,4.5,8.6,8,6,5,0,8.9,1,82,71,90
Ira Das,4,5.9,4,3,11,0,7.4,1,94,50,93
Anaya Chatterjee,4.1,7.7,5,7,19,0,7.2,0,99,86,90
Neha Shah,3.3,7.4,4,9,24,1,5.1,0,88,53,76
Ishita Sharma,2.7,8.7,9,6,18,1,6.8,0,78,66,79
Krishna Jain,2.7,4.2,8,2,15,0,6.2,1,81,65,82
Reyansh Joshi,5,5.4,9,5,16,1,7.7,0,87,57,100
Myra Banerjee,4.2,8.2,5,2,15,1,6.6,1,63,98,100
Rahul Singh,2.9,6.9,5,8,16,1,1,1,73,75,87
Dhruv Pandey,3.5,8.4,8,4,21,0,5.6,0,72,39,84
Sneha Tiwari,3.8,6.7,6,8,20,1,6.9,1,93,100,100
Manav Shah,6.1,5.9,7,3,21,0,2.5,1,78,74,100
Vihaan Goyal,6.8,8,5,2,17,1,5,1,77,84,100
Tanishq Patel,4.6,8.3,5,1,9,1,5,1,82,56,100
Reyansh Nair,6.4,8.3,7,2,12,0,8.1,1,90,69,100
Priya Bose,2.6,8.1,7,8,22,0,5.8,1,88,67,76
Aditya Joshi,1.2,7,8,7,14,1,2.1,1,90,69,78
Harsh Jain,4.9,6.7,7,6,15,0,4.1,0,91,60,100
Dhruv Pandey,4.8,7,6,6,14,1,4.2,1,95,51,96
Myra Mishra,5.5,8.4,6,7,16,0,2.7,1,89,76,100
Saanvi Pandey,5.6,5.7,6,7,23,1,3.9,1,74,80,100
Aadhya Banerjee,1.1,7,5,4,11,1,1.3,1,89,61,88
Aditya Bansal,7.5,6.7,6,1,19,0,2.3,1,94,65,100
Kabir Banerjee,3.4,5.6,7,4,15,1,3.1,0,86,68,97
Yash Shah,2.8,6.7,6,6,13,0,6.3,0,92,68,82
Arjun Das,5,5.6,7,2,17,1,3.8,0,82,64,100
Kavya Saxena,6.4,6.9,7,4,20,0,5.6,0,89,58,100
Riya Mishra,5.3,7.2,7,4,21,1,8.2,0,64,67,88
Krishna Chauhan,3.1,7.1,9,7,13,0,6.6,1,85,62,83
Diya Gupta,4.6,8.8,5,5,16,1,1.9,1,97,72,100
Yash Bose,5.4,7.5,6,5,15,0,1,1,75,59,100
Arjun Das,5.6,7.1,5,7,19,0,4.8,1,95,68,100
Nikhil Trivedi,9.3,6.7,6,2,13,0,6.9,1,74,68,100
Kavya Reddy,5.8,6.2,8,4,13,0,3.6,1,80,72,100
Diya Agarwal,2.4,7.2,6,7,6,0,5,0,77,74,72
Neha Sharma,9.5,6.4,7,5,22,0,5.2,1,96,52,100
Rudra Yadav,0,7.4,9,9,17,0,2.9,1,78,71,70
Kabir Goyal,4.6,7.7,7,1,13,1,8.4,0,89,85,100
Pooja Trivedi,8.4,6.1,6,8,14,0,6.7,1,84,97,100
Kavya Chatterjee,6.4,7.4,10,4,19,1,5.5,1,78,57,100
Priya Yadav,6.7,6.9,8,5,10,0,2.7,0,73,74,100
Krishna Chauhan,3.1,7.4,8,6,18,1,4.8,0,84,86,97
Aadhya Kumar,3.7,6.7,6,8,22,1,3,0,80,65,84
Varun Kulkarni,2.9,7.4,5,4,21,0,6.3,1,92,35,78
Sai Saxena,3.9,7,7,1,13,1,3.2,1,68,48,92
Sai Desai,4.6,5.6,6,9,17,0,4.2,0,73,72,80
Kavya Singh,7.4,6.6,9,5,11,1,9.4,1,89,50,100
Ira Mehta,6.5,7.2,9,4,15,1,2.7,1,87,72,100
Pooja Mehta,3.8,8.6,6,4,17,1,2.3,0,58,65,90
Saanvi Jain,6.3,7.9,7,5,5,1,2.2,0,80,61,100
Yash Goyal,4.6,8,7,4,16,1,3.9,0,78,79,100
Diya Sharma,0,9.6,8,8,12,1,10.6,0,87,88,68
Varun Iyer,7.2,5.5,7,4,11,1,6.4,0,76,51,100
Ira Mehta,3.5,6.9,9,6,12,0,7.8,1,86,94,88
Aditya Desai,4.9,5.7,8,4,20,1,6.9,1,84,56,97
Aarav Jain,5.6,9.1,6,6,19,1,9.5,1,86,60,91
Varun Chauhan,4.6,6.5,9,8,17,0,6,1,72,71,95
Manav Gupta,1.7,5.1,7,6,8,0,4.6,1,88,72,82
Diya Sharma,3.1,8.8,8,5,24,0,1,1,100,81,100
Vihaan Kumar,4.2,6.6,7,7,24,1,3.7,0,85,58,86
Aditya Bose,5.9,6.5,4,6,12,1,4.2,1,89,58,100
Saanvi Yadav,8.2,7.8,7,3,14,1,6.4,0,94,58,100
Tanvi Kumar,4.2,7.4,6,5,12,1,4.2,1,100,77,100
Tanishq Bose,5.8,5.3,7,9,14,1,4.1,0,81,57,93
Tanvi Bansal,6,6.8,8,7,21,1,4.3,1,75,78,100
Tanishq Banerjee,6.9,7.4,6,5,16,1,5.2,1,87,71,100
Saanvi Pandey,3.8,6.5,6,9,17,1,1.7,0,100,69,96
Neha Shah,6.9,8.6,9,2,5,1,3.3,0,87,71,100
Varun Gupta,4.9,8.1,7,8,17,1,5.2,0,86,100,100
Vivaan Jain,4,8.5,8,4,20,0,3.2,0,82,72,100
Rudra Mishra,6.3,4.2,7,7,24,0,4.7,1,100,88,100
Shaurya Reddy,3,5,7,2,17,1,6.6,0,91,68,100
Anaya Sharma,3.4,8.3,6,7,14,0,4.5,0,81,82,88
Varun Sharma,4.4,5.1,8,8,16,1,6.6,1,100,94,100
Aadhya Sharma,2.8,5.6,6,3,17,1,8.3,0,79,87,99
Kabir Nair,4,7.9,6,1,13,1,4.5,1,93,74,100
Manav Pandey,7.9,7.4,5,1,10,1,6.2,0,86,72,100
Nikhil Banerjee,4.2,8.3,7,6,7,0,7,0,87,84,100
Varun Sharma,3.3,4.2,7,8,19,1,7.2,0,83,91,94
Shaurya Gupta,5.3,6.7,6,6,12,1,4.1,1,100,63,100
Rohit Goyal,6.2,5.9,7,5,10,1,5.2,0,77,50,91
Tanishq Desai,5.2,8.7,7,4,23,0,4.4,1,75,78,100
Neha Mishra,8.4,8.4,7,3,22,0,6.3,1,96,50,100
Priya Patel,3.1,6.8,8,1,12,0,3.9,0,86,79,99
Ishaan Yadav,5.3,8.7,9,5,15,1,4.9,1,81,61,100
Ishaan Banerjee,4.1,7.1,6,5,14,0,3.6,1,82,59,95
Shaurya Singh,4.9,8.4,8,4,22,0,1.5,0,77,68,100
Dhruv Verma,4.7,5.8,5,10,16,0,6.1,1,87,65,73
Anaya Bansal,3.5,6.2,9,7,13,1,3.1,1,88,81,100
Aditya Mehta,4.7,7.6,6,6,15,1,1,1,62,55,89
Rahul Bansal,5.9,8,9,7,23,1,6.3,1,88,68,100
Ishaan Reddy,3.6,6.1,7,2,5,1,4.9,1,97,62,100
Sakshi Goyal,2.9,6.4,6,4,18,1,2.7,0,100,66,100
Aman Iyer,5,6.1,7,8,12,1,4.4,1,82,56,90
Pooja Singh,4.7,6.9,7,7,12,1,4.7,0,77,70,96
Aman Nair,8.2,7,4,6,27,1,5.7,1,74,64,89
Diya Jain,5.2,6.5,7,5,10,0,6.2,1,85,70,91
Nikhil Sharma,5.4,6.7,10,8,23,1,1,0,95,78,100
Aman Iyer,4.6,5.6,9,4,16,1,5.6,1,94,73,100
Varun Goyal,2,8.5,8,6,15,1,1,0,63,61,77
Diya Chatterjee,3.6,5.3,7,4,12,1,5.8,1,78,50,94
Rahul Chatterjee,2.7,6,8,9,17,1,8.3,1,72,39,64
Ira Bansal,2.7,6.2,7,4,6,1,4.1,0,86,100,100
Rudra Desai,2.2,6.5,5,2,10,1,5.8,1,84,71,89
Rohit Banerjee,6.6,7.1,7,3,15,1,8.4,1,79,62,100
Varun Bose,0.9,7.4,7,7,13,1,3.8,1,93,80,85
Myra Singh,6.4,6,7,2,7,0,2.6,0,85,52,97
Saanvi Reddy,4.4,7.1,9,5,19,1,7.8,1,78,68,96
Aarav Reddy,5.2,5.7,7,6,13,1,1,0,97,83,100
Rohit Kumar,3.8,6.7,6,1,12,1,8.4,0,82,73,94
Rohit Patel,0.8,7.6,5,6,18,0,4.9,0,89,40,67
Neha Reddy,7.2,7.2,5,3,5,1,4.6,1,93,90,100
Myra Das,4.4,6.5,10,7,19,0,7.1,1,84,93,92
Meera Das,3.8,6.4,7,2,11,0,3.6,0,76,67,100
Shaurya Joshi,3.7,8.2,7,4,19,0,6.4,0,96,100,100
Nikhil Shah,3.7,6.4,8,5,17,1,7.8,0,75,76,94
Saanvi Shah,4,5.8,7,7,18,1,2.2,0,96,78,91
Saanvi Joshi,4.2,7.2,7,5,22,1,5.6,0,89,86,100
Yash Desai,6.2,7.4,8,4,8,1,7,0,88,56,100
Diya Mishra,4,8.5,10,4,10,1,4,0,89,76,100
Pooja Gupta,7,8.1,7,5,5,0,5.7,0,81,70,100
Diya Das,5.3,8.8,7,5,11,0,4.7,0,99,73,100
Yash Shah,3.9,6.9,6,5,23,0,6.2,0,80,66,88
Vivaan Pandey,2.9,7.9,7,7,5,1,2.7,0,65,82,82
Palak Reddy,5.7,9.1,8,6,8,0,1,0,91,65,100
Sai Goyal,6.8,7.4,6,5,20,0,3.5,0,81,55,96
Shaurya Desai,7,6.6,10,3,16,0,4.7,1,78,62,100
Tanishq Chauhan,3.6,6.1,8,1,24,0,3.7,1,75,87,99
Aman Gupta,3.9,7.4,5,7,13,1,5.5,1,87,61,84
Nikhil Sharma,7.3,8.1,7,4,20,0,5.7,0,86,67,99
Sai Chatterjee,3.4,6.6,8,5,15,0,3.6,1,80,78,96
Harsh Verma,3.1,6.5,6,2,17,1,2.4,0,83,83,100
Arjun Agarwal,3.9,6.8,7,3,11,1,3.2,1,80,57,97
Rahul Bose,2.4,7.2,5,7,18,1,2.9,0,73,74,86
Reyansh Kumar,5.4,5.3,7,4,12,0,5.2,0,93,92,100
Myra Kulkarni,2.8,6.2,6,10,20,0,3,0,89,83,80
Meera Gupta,4.9,7.3,6,4,13,1,6.5,1,78,77,100
Sneha Mehta,7.5,8.2,8,7,18,1,6.2,0,78,79,100
Ankit Tiwari,5.7,8.8,8,6,12,0,5.5,0,75,98,100
Ankit Jain,4.2,6.7,8,4,17,0,6.8,0,79,65,85
Sakshi Shah,4.4,5.8,8,7,6,1,3,1,83,71,97
Saanvi Bose,3.4,6.1,7,6,18,0,2.8,0,90,76,93
Myra Chatterjee,3.3,6.2,7,5,21,0,4.7,0,100,59,99
Priya Jain,5.5,7.4,9,3,5,1,4.9,0,73,90,100
Varun Gupta,4.5,7.7,6,4,15,1,2.3,0,88,96,100
Reyansh Joshi,2.8,6.4,7,4,15,0,7.9,1,63,75,79
Ankit Kulkarni,2.6,6.9,5,8,16,1,9,1,85,74,75
Saanvi Agarwal,4,8.1,10,5,17,1,4.9,0,94,80,100
Rohit Mehta,4.9,6.1,5,7,17,0,6.5,0,100,90,98
Sakshi Jain,3,7.1,7,4,16,1,1.5,0,80,74,93
Saanvi Gupta,2,5.5,6,6,13,1,8.4,0,98,44,69
Anaya Joshi,5.5,6.4,10,6,16,1,7.1,1,89,76,100
Diya Shah,0.7,6.2,6,6,5,1,4.1,1,86,79,79
Harsh Tiwari,1,5.3,7,7,11,1,6,0,95,59,78
Atharva Jain,0.9,7.3,6,5,13,1,3.2,1,100,51,83
Harsh Shah,4.3,8,6,3,27,0,6.4,0,74,30,67
Yash Shah,5,8.4,7,3,8,0,7.3,0,71,68,98
Rahul Nair,4.5,6.7,6,5,5,0,7.6,1,100,82,100
Ira Goyal,6.4,7.1,8,7,15,1,7.1,0,97,30,99
Rohit Das,2.9,8.1,8,3,16,1,3.3,0,80,55,84
Diya Kulkarni,4.1,6.8,5,6,9,1,6.4,1,73,66,78
Aman Singh,3.6,7.2,4,6,14,1,4.4,1,76,54,83
Saanvi Trivedi,8.3,7.8,7,6,6,0,6.1,1,96,67,100
Rudra Bose,4.9,5.2,5,4,17,0,6.9,1,81,87,93
Neha Agarwal,3.9,8.2,6,4,12,0,5.2,1,85,56,85
Varun Goyal,4.8,8.7,7,9,18,1,6.7,0,100,78,99
Kabir Nair,2.3,7.2,7,3,21,0,5,0,87,69,84
Aadhya Bose,5.2,8.7,8,3,17,0,7.6,1,72,53,90
Reyansh Yadav,5.4,5.8,8,4,11,1,4.4,0,77,77,100
Atharva Iyer,6.2,8,8,4,21,1,4.5,0,81,66,100
Saanvi Kumar,2.4,7.7,6,7,15,1,1,0,74,68,88
Myra Tiwari,5.7,6.7,8,6,8,0,7.5,1,84,49,96
Sai Chatterjee,6.1,7.6,6,5,9,1,6.6,1,94,63,99
Aadhya Jain,3.5,7.3,8,4,11,1,3.8,1,100,61,100
Shaurya Banerjee,6.7,5.5,8,5,24,0,6.8,0,80,78,100
Aarav Roy,5.7,7.6,5,5,10,0,6.4,1,82,59,100
Aarav Mishra,6.5,6.3,7,9,8,1,4.2,0,80,81,100
Ankit Roy,4.3,6.8,4,4,5,0,2.2,1,90,83,99
Priya Trivedi,3.8,6,8,5,18,0,3.7,1,89,51,97
Kavya Singh,4.9,5.1,8,4,16,1,7.3,0,75,84,100
Sneha Roy,3,6.8,6,4,18,0,6.4,0,86,62,77
Sakshi Gupta,6.2,6.5,6,5,16,0,6.5,1,84,83,100
Shaurya Singh,6.8,6.7,8,8,10,0,5.7,1,76,81,98
Nikhil Roy,3,7,7,4,22,1,2.9,0,91,67,100
Krishna Chauhan,10,5.7,8,7,19,0,6.1,1,89,85,100
Harsh Nair,4.1,6.8,7,5,5,1,6.6,1,100,54,86
Rohit Trivedi,6,7.4,10,4,21,1,4.2,1,83,50,100
Tanishq Reddy,7.2,6.4,6,6,14,0,6.8,0,87,67,100
Priya Banerjee,5.7,6.8,7,10,18,0,5.4,1,96,84,100
Tanvi Chauhan,4.4,7.4,5,7,16,1,5,1,89,68,92
Vihaan Das,5,8.1,6,1,28,0,5,0,81,60,88
Arjun Tiwari,5.5,7.1,8,4,19,1,6.2,1,81,72,100
Tanvi Singh,4.3,5.8,10,4,19,1,3.7,1,79,77,100
Atharva Kumar,4.8,7.9,7,5,5,0,9.6,0,84,52,84
Aarav Iyer,2.9,7.1,4,2,16,1,3.9,0,84,64,87
Kabir Pandey,3.8,5.7,9,4,16,0,3,1,84,84,100
Ira Mishra,5.9,8.1,6,4,19,1,7,1,72,96,100
Tanishq Agarwal,6.8,6.6,6,7,10,0,2.2,0,95,66,100
Harsh Sharma,4.6,6.9,7,2,22,1,6.6,0,84,72,100
Rudra Bose,3.5,6.9,6,7,13,1,1,1,84,45,100
Dhruv Pandey,7.1,5.7,9,6,20,1,2.3,0,84,46,100
Atharva Patel,3.9,7.1,7,9,21,1,3.3,0,72,70,80
